YearsExperience,EducationLevel,JobRole,Salary
0,Master,Data Scientist,58154
6,Master,Manager,74180
30,PhD,Data Scientist,151295
22,PhD,Data Scientist,143803
18,Master,Analyst,93829
23,Bachelor,Data Scientist,118098
16,Bachelor,Manager,108213
25,PhD,Manager,152326
20,Bachelor,Data Scientist,100768
24,PhD,Manager,132129
29,Bachelor,Data Scientist,131446
23,Master,HR,114608
13,PhD,Manager,104264
12,Master,Data Scientist,93873
21,Bachelor,Data Scientist,116159
25,PhD,Data Scientist,137269
13,Master,Analyst,86146
24,PhD,Analyst,126294
22,Bachelor,HR,88543
9,PhD,Analyst,81002
4,Bachelor,Manager,60484
22,Bachelor,Analyst,100434
21,PhD,HR,108606
9,PhD,Manager,94124
21,Master,Data Scientist,116761
15,Bachelor,Analyst,79329
11,Bachelor,Analyst,54771
27,PhD,Manager,149792
3,Master,HR,47465
0,Bachelor,Analyst,25196
12,Bachelor,HR,61922
13,Master,Manager,99436
16,Master,HR,81303
20,Master,Manager,118318
9,Bachelor,Manager,71521
6,Bachelor,Manager,62620
8,Bachelor,Analyst,60675
21,Bachelor,HR,82212
18,Master,Software Engineer,104409
8,Bachelor,HR,55145
20,Bachelor,Analyst,96979
17,Master,HR,95124
29,PhD,Manager,157869
28,PhD,Software Engineer,148610
20,Bachelor,Manager,113810
14,PhD,Analyst,95619
11,Master,Software Engineer,85923
11,Master,Data Scientist,85717
5,PhD,Software Engineer,71089
6,Master,Software Engineer,58557
0,Bachelor,Manager,58580
23,Bachelor,HR,97199
22,Master,Data Scientist,117249
17,Master,HR,99569
26,PhD,Manager,152468
22,Bachelor,Data Scientist,106264
27,PhD,Software Engineer,135042
7,PhD,Analyst,80950
11,PhD,Software Engineer,99486
1,Master,Data Scientist,57462
7,PhD,Data Scientist,84735
4,Bachelor,HR,38990
10,Bachelor,Manager,86005
30,Master,Data Scientist,150474
22,PhD,Data Scientist,134823
16,Master,Software Engineer,103406
21,Bachelor,HR,98159
30,PhD,Manager,154003
17,Bachelor,Data Scientist,94675
25,Master,Analyst,116001
7,Master,HR,65502
29,Master,Analyst,134822
26,Master,Data Scientist,128935
22,PhD,Data Scientist,138867
5,Master,HR,56994
3,PhD,Software Engineer,67297
15,PhD,Analyst,110787
17,Bachelor,Data Scientist,104749
28,Master,HR,117141
14,Master,Software Engineer,90292
8,PhD,Manager,92077
29,Master,Manager,150488
25,PhD,Data Scientist,138562
3,Master,HR,48615
19,PhD,HR,110040
9,Bachelor,Software Engineer,71753
1,PhD,HR,49733
21,Bachelor,Data Scientist,106855
30,Bachelor,Data Scientist,134318
19,PhD,Analyst,108207
10,Bachelor,Manager,79309
2,Bachelor,Analyst,34089
11,Master,Software Engineer,82856
4,PhD,Manager,78961
19,Master,Analyst,96864
0,PhD,Data Scientist,59576
21,Bachelor,Data Scientist,104019
26,PhD,Data Scientist,142948
18,PhD,HR,89784
4,Master,Data Scientist,69335
14,Bachelor,Data Scientist,84016
21,PhD,Software Engineer,121325
3,Bachelor,Software Engineer,51166
22,Bachelor,HR,90691
2,Master,Analyst,42707
6,PhD,Manager,85529
21,Bachelor,Software Engineer,109255
9,Bachelor,Manager,80442
11,PhD,Software Engineer,86665
29,Bachelor,Analyst,113919
26,Master,Analyst,124729
7,PhD,Manager,87472
25,Bachelor,Analyst,110850
12,Bachelor,Data Scientist,75629
3,Master,Data Scientist,64502
18,Master,Data Scientist,109727
24,Master,Software Engineer,124978
7,PhD,Data Scientist,89264
19,Master,Manager,112564
15,Bachelor,Manager,79719
16,PhD,Data Scientist,117654
21,Bachelor,HR,97410
23,Master,Software Engineer,115634
7,Master,Analyst,70068
30,PhD,HR,136105
17,Master,Data Scientist,102922
8,Master,Analyst,75908
28,Bachelor,Analyst,119598
10,PhD,Data Scientist,101150
28,PhD,HR,136923
11,PhD,Analyst,83572
9,PhD,HR,79273
23,Master,Manager,128520
18,PhD,HR,108494
29,PhD,Analyst,139996
16,PhD,Manager,121339
24,Bachelor,Data Scientist,123498
0,PhD,Data Scientist,76191
16,PhD,Data Scientist,113793
5,Bachelor,Data Scientist,57922
28,Bachelor,Data Scientist,131514
23,Bachelor,Software Engineer,112311
4,PhD,HR,60397
29,Master,HR,114065
2,Bachelor,Analyst,32806
0,Bachelor,Software Engineer,37583
11,PhD,Data Scientist,98664
27,Master,Analyst,130641
19,Master,Data Scientist,112060
21,Master,HR,95875
20,Master,HR,97279
26,PhD,Software Engineer,132526
19,Bachelor,Data Scientist,103718
16,PhD,Data Scientist,102293
28,Master,Analyst,132520
11,PhD,Data Scientist,103936
13,PhD,Software Engineer,104974
13,Master,Data Scientist,97077
6,PhD,Data Scientist,84771
13,Master,Manager,88038
6,PhD,Analyst,76487
27,Master,Software Engineer,134651
3,PhD,Data Scientist,67889
17,Bachelor,Software Engineer,90433
5,PhD,HR,71745
29,PhD,Analyst,137892
0,PhD,Software Engineer,56251
16,Master,Analyst,86597
7,Master,Manager,74348
0,PhD,Software Engineer,64277
9,Bachelor,Manager,73354
2,PhD,Data Scientist,68863
29,Bachelor,Data Scientist,127748
25,Bachelor,HR,111612
5,Bachelor,Software Engineer,52103
19,PhD,Data Scientist,128343
18,Master,Analyst,101969
29,Master,Manager,141854
7,PhD,Software Engineer,83039
16,PhD,Software Engineer,114564
27,PhD,Data Scientist,154370
11,Bachelor,HR,64175
4,Bachelor,HR,38638
26,PhD,Manager,157452
19,Master,Analyst,101885
23,Master,Analyst,110565
9,Master,Data Scientist,77818
12,PhD,Analyst,87750
25,Master,HR,114878
9,Bachelor,Manager,78979
0,Bachelor,HR,34966
23,Master,Manager,123462
15,PhD,Manager,115606
23,Master,Software Engineer,121607
8,Master,HR,63020
24,Master,Software Engineer,130849
16,Bachelor,Analyst,79985
23,PhD,Manager,140158
20,Master,Analyst,97719
8,PhD,HR,75440
26,Master,Manager,145552
2,Master,Analyst,50902
28,Bachelor,Manager,134665
4,PhD,Data Scientist,74154
10,PhD,Manager,99667
16,Master,Analyst,93652
7,Master,Analyst,65816
0,Bachelor,Manager,38484
30,PhD,HR,136047
19,Master,Manager,105236
6,Bachelor,Manager,58695
8,Master,Data Scientist,73297
29,Master,Manager,146464
14,Master,Software Engineer,86707
12,PhD,Data Scientist,101612
25,Bachelor,Analyst,105345
25,Master,Software Engineer,124677
7,Bachelor,Manager,70954
29,Master,Manager,152653
10,PhD,Analyst,86803
12,Master,HR,70206
30,Master,Data Scientist,145045
10,PhD,Data Scientist,98179
22,PhD,Manager,132102
30,PhD,HR,143710
5,PhD,HR,64853
22,PhD,HR,123774
29,Bachelor,Manager,135015
13,PhD,HR,82986
12,Bachelor,Software Engineer,69927
15,PhD,Manager,110676
1,Bachelor,Data Scientist,46526
28,Bachelor,Analyst,117029
4,Master,Manager,65958
21,PhD,Data Scientist,131047
22,PhD,HR,111951
27,Master,HR,117969
9,PhD,Software Engineer,87740
10,PhD,HR,65036
30,PhD,Data Scientist,157833
23,Master,HR,111598
19,Bachelor,Software Engineer,96907
1,PhD,Analyst,49154
4,Bachelor,Manager,59478
17,Bachelor,Analyst,88881
9,Bachelor,Data Scientist,72237
7,PhD,Data Scientist,86486
19,PhD,Software Engineer,114487
1,PhD,Software Engineer,55900
23,Bachelor,HR,106754
11,Bachelor,Software Engineer,78650
25,Bachelor,Software Engineer,117797
29,Master,Analyst,122780
10,PhD,Manager,105872
23,Master,Data Scientist,125254
27,PhD,HR,130070
15,PhD,Analyst,95609
22,Bachelor,HR,104628
18,Master,HR,94329
4,Bachelor,HR,44036
25,Bachelor,Data Scientist,118842
14,PhD,Data Scientist,105597
7,Bachelor,HR,55918
28,Master,Manager,156585
2,PhD,Software Engineer,62607
16,Master,Manager,107909
15,Bachelor,Manager,94910
24,Bachelor,Manager,109980
15,Master,Software Engineer,95032
16,PhD,Analyst,105358
30,PhD,HR,139468
30,PhD,Data Scientist,156452
24,Master,Analyst,122067
13,PhD,Analyst,90142
22,PhD,Software Engineer,131776
28,PhD,Analyst,138167
10,Master,Data Scientist,89610
3,Bachelor,Software Engineer,45260
17,Master,Data Scientist,103364
19,Bachelor,HR,78511
4,Master,Data Scientist,72869
17,Bachelor,Manager,98297
1,Master,Data Scientist,55764
25,Bachelor,Data Scientist,117118
7,Master,Software Engineer,67205
19,PhD,HR,109133
17,Bachelor,Software Engineer,92693
21,PhD,HR,110720
9,Bachelor,Data Scientist,63058
26,Bachelor,Software Engineer,114361
7,Master,Analyst,65943
25,PhD,Software Engineer,137343
28,Master,Analyst,125123
7,Bachelor,Manager,71167
1,Bachelor,Analyst,42070
21,Bachelor,Data Scientist,109543
17,Bachelor,HR,84522
10,PhD,Data Scientist,95301
23,Bachelor,Software Engineer,113562
28,Master,Manager,155644
12,PhD,Data Scientist,99844
5,Bachelor,Manager,61823
16,Master,Analyst,101086
19,Master,HR,102505
4,Bachelor,Data Scientist,54951
30,Bachelor,Manager,145679
3,PhD,Data Scientist,73852
4,Master,HR,54700
25,Bachelor,HR,96179
10,Master,HR,73204
4,Bachelor,Manager,69077
0,Master,Data Scientist,60190
17,PhD,Analyst,102537
5,Master,Analyst,48752
10,PhD,Analyst,86473
0,PhD,Manager,73597
7,PhD,Data Scientist,79795
19,Master,Software Engineer,102917
2,PhD,Software Engineer,70942
9,Bachelor,Manager,76523
11,Bachelor,Manager,87949
24,Bachelor,Manager,129801
15,PhD,Analyst,104228
28,PhD,Manager,155808
23,PhD,Software Engineer,129387
4,PhD,Software Engineer,64061
10,Bachelor,HR,55487
26,Master,HR,122303
11,PhD,HR,77790
16,Bachelor,Data Scientist,96698
15,PhD,HR,99577
23,PhD,Analyst,118145
25,Bachelor,Analyst,113713
6,Bachelor,Software Engineer,52661
6,Master,Software Engineer,71263
13,PhD,HR,87081
23,Bachelor,Manager,119818
24,Bachelor,Analyst,106588
27,Master,Manager,136820
20,Bachelor,Data Scientist,102410
30,PhD,Software Engineer,145748
1,Bachelor,Analyst,45731
15,PhD,Software Engineer,103312
13,Master,Software Engineer,95254
17,Bachelor,HR,85800
22,Master,Manager,121133
26,Master,Software Engineer,130600
17,Master,Data Scientist,103322
3,Master,Data Scientist,63636
7,Bachelor,Manager,63586
4,Bachelor,Manager,52497
13,Master,Analyst,85608
28,Bachelor,Analyst,119268
9,PhD,HR,83186
24,Bachelor,Analyst,107117
25,PhD,Manager,147951
23,Master,HR,102238
4,Bachelor,Software Engineer,49900
29,Master,Data Scientist,142237
7,Bachelor,Software Engineer,70411
17,PhD,HR,94999
19,Bachelor,Analyst,87154
23,Bachelor,Manager,121985
3,PhD,Software Engineer,76281
14,Master,Software Engineer,94919
7,PhD,Analyst,76330
2,PhD,Software Engineer,64663
30,Bachelor,Manager,146315
12,Bachelor,Data Scientist,85142
1,PhD,Data Scientist,68012
25,PhD,Analyst,134032
19,PhD,Software Engineer,120347
11,Master,Data Scientist,95579
0,Master,HR,39196
3,Master,Analyst,51928
24,Bachelor,HR,97678
3,Bachelor,Data Scientist,54384
4,Bachelor,Software Engineer,50316
5,PhD,HR,56681
21,PhD,Software Engineer,118047
10,Bachelor,HR,62268
20,PhD,HR,106526
17,Master,Manager,102500
17,Bachelor,Software Engineer,90737
28,Bachelor,Manager,120330
1,Master,Software Engineer,45638
2,PhD,Manager,78584
12,PhD,HR,85579
26,Bachelor,Analyst,118050
11,Bachelor,Data Scientist,79427
9,Bachelor,Data Scientist,69462
22,PhD,Analyst,117891
8,Bachelor,Manager,74313
10,Bachelor,Analyst,53893
13,Bachelor,Software Engineer,89730
30,Bachelor,Data Scientist,141260
13,Master,Data Scientist,91276
13,Bachelor,Analyst,77273
11,Master,Software Engineer,78605
8,PhD,Manager,88910
30,Bachelor,Manager,144548
11,Bachelor,HR,59040
21,PhD,Data Scientist,127892
25,Bachelor,Software Engineer,116730
24,PhD,HR,110056
20,Master,Analyst,101621
1,Master,HR,45358
3,Bachelor,Manager,52314
10,Bachelor,HR,58388
9,Bachelor,Manager,80911
8,Bachelor,Analyst,58501
9,PhD,HR,76795
17,Bachelor,Software Engineer,98332
2,Bachelor,Data Scientist,44980
2,Bachelor,Analyst,47026
13,Master,HR,69727
4,Master,Manager,72431
8,Bachelor,HR,50087
9,Bachelor,Analyst,62744
13,Master,Data Scientist,101838
27,PhD,HR,127491
27,Master,Manager,140190
15,Bachelor,Data Scientist,76627
10,Bachelor,HR,69607
29,Bachelor,HR,121196
23,Master,Software Engineer,118243
4,Master,Data Scientist,63258
20,Master,HR,96522
21,Master,Data Scientist,113625
18,Master,HR,88463
8,Bachelor,HR,52698
21,Master,Analyst,104445
12,Bachelor,Software Engineer,72346
21,Bachelor,Data Scientist,111773
2,PhD,Software Engineer,66778
1,Bachelor,HR,32014
29,Master,Manager,147601
13,Master,Data Scientist,104639
23,Master,Data Scientist,122907
26,PhD,Data Scientist,140484
20,Bachelor,Manager,107686
27,Master,Data Scientist,151674
28,Master,HR,127682
20,Master,Analyst,100440
7,Master,Manager,78886
27,PhD,Manager,156094
3,Bachelor,Data Scientist,51453
18,Bachelor,Analyst,85696
27,PhD,Software Engineer,136983
12,PhD,Software Engineer,97540
21,Bachelor,Software Engineer,105112
23,Master,Software Engineer,122659
18,Master,Data Scientist,108859
10,PhD,Analyst,87756
20,Master,Analyst,105834
24,Bachelor,Data Scientist,121938
3,Master,Data Scientist,62912
4,Master,Analyst,65611
6,PhD,Data Scientist,77749
3,Bachelor,Analyst,48033
29,Bachelor,Manager,131422
14,Master,Analyst,85488
3,Master,HR,51799
10,Master,Data Scientist,86413
5,Master,Analyst,64854
3,Bachelor,Analyst,45889
24,Master,Data Scientist,138412
11,PhD,HR,83039
14,Bachelor,HR,65219
6,Bachelor,HR,49226
5,Master,Analyst,60951
7,Master,Manager,78637
23,Master,Analyst,109934
5,PhD,Software Engineer,72547
25,PhD,Data Scientist,138990
13,Master,Data Scientist,96127
0,PhD,HR,48537
12,PhD,HR,81678
16,Bachelor,HR,80084
2,Bachelor,Manager,52322
20,PhD,HR,108778
15,Bachelor,Analyst,78462
1,PhD,Analyst,56163
0,PhD,Analyst,51816
9,Master,Data Scientist,81244
15,PhD,HR,97466
28,Bachelor,Manager,135178
8,Master,HR,61987
6,PhD,HR,71724
17,Master,Analyst,92666
0,PhD,HR,43426
6,Master,Data Scientist,61713
23,Bachelor,HR,100548
2,Master,Analyst,61798
12,Bachelor,Data Scientist,79743
26,PhD,Analyst,133859
17,Master,Analyst,92289
25,Bachelor,Data Scientist,114226
9,Bachelor,HR,62003
18,Master,Data Scientist,106507
15,PhD,Analyst,89488
13,Bachelor,Software Engineer,84549
28,Bachelor,HR,116825
8,PhD,Software Engineer,83364
16,Master,Manager,104881
5,Bachelor,HR,40393
0,PhD,Manager,76925
9,PhD,Software Engineer,90065
20,Master,Analyst,108661
27,Bachelor,Data Scientist,132948
8,PhD,Analyst,67369
12,PhD,HR,84405
20,PhD,Software Engineer,116207
3,PhD,HR,59924
17,PhD,Data Scientist,107765
19,Master,HR,94285
1,Bachelor,Data Scientist,56513
6,Master,Software Engineer,57474
3,PhD,Analyst,61719
25,Bachelor,Manager,128748
23,Master,Data Scientist,128325
30,PhD,Data Scientist,145693
1,Bachelor,Analyst,27712
22,PhD,HR,121025
9,Master,Software Engineer,78718
5,Master,Analyst,67617
1,PhD,Data Scientist,68525
2,Master,HR,46742
18,Master,HR,85320
12,Bachelor,Analyst,70749
5,Master,Analyst,56539
30,Bachelor,Analyst,123644
9,Bachelor,Software Engineer,64394
5,Bachelor,HR,42042
14,Bachelor,Manager,95134
15,Bachelor,Manager,94892
3,Master,Data Scientist,58525
24,Master,Data Scientist,127301
11,PhD,Manager,106581
13,Master,Analyst,98677
5,PhD,Analyst,66776
5,PhD,Analyst,76286
6,PhD,Software Engineer,83887
15,Bachelor,Analyst,81715
23,PhD,HR,120042
7,PhD,HR,82441
8,PhD,Software Engineer,83621
12,Bachelor,HR,64298
6,Master,HR,62292
18,Master,Software Engineer,115867
16,Master,Analyst,90556
16,PhD,Manager,122244
30,Bachelor,Software Engineer,131044
0,Bachelor,Manager,47379
25,PhD,Manager,138077
22,PhD,Data Scientist,132313
14,Master,HR,83210
18,Master,Software Engineer,102480
5,Master,Data Scientist,73235
24,PhD,Manager,137072
5,PhD,HR,60880
10,PhD,Data Scientist,99491
6,Bachelor,Manager,59443
1,PhD,Data Scientist,68587
25,PhD,Analyst,131020
12,Master,Data Scientist,82809
1,Master,Analyst,44511
4,Bachelor,Software Engineer,48481
0,PhD,HR,53019
25,Master,Data Scientist,124152
2,Bachelor,Data Scientist,45127
25,Bachelor,Analyst,110794
6,Bachelor,Analyst,50719
0,Bachelor,Analyst,24816
17,PhD,HR,93459
20,PhD,Manager,127494
27,Master,Manager,133795
18,PhD,Analyst,111725
16,Bachelor,HR,65997
10,PhD,Manager,99532
0,Master,Analyst,41825
20,PhD,Analyst,114932
26,Master,Software Engineer,130733
4,PhD,Software Engineer,66574
22,Master,Software Engineer,119630
5,PhD,Manager,79158
7,PhD,Analyst,72602
6,PhD,Software Engineer,79515
18,PhD,HR,106164
6,Bachelor,Software Engineer,59621
18,Master,Data Scientist,112922
10,Master,Analyst,74106
17,PhD,Software Engineer,116434
11,Master,Software Engineer,82578
13,Bachelor,Analyst,76840
14,Master,Analyst,84807
27,Bachelor,Data Scientist,122572
13,Master,HR,71520
0,Bachelor,Software Engineer,33435
3,Bachelor,HR,43761
10,Bachelor,Software Engineer,60664
3,Bachelor,Data Scientist,55079
11,Bachelor,Manager,87108
3,PhD,HR,58295
26,Master,Data Scientist,137482
1,PhD,HR,53166
14,Bachelor,HR,75299
13,Bachelor,Data Scientist,76466
15,Bachelor,Manager,94416
2,PhD,HR,54092
1,Master,Data Scientist,59463
7,PhD,HR,76798
14,Master,HR,85548
22,Bachelor,HR,96566
24,PhD,Data Scientist,136983
19,Master,HR,104533
0,PhD,HR,53520
14,PhD,Data Scientist,107200
15,Master,Data Scientist,96986
27,Master,Manager,143438
14,PhD,HR,89675
5,PhD,Analyst,78497
10,PhD,Manager,102380
12,PhD,Software Engineer,101890
10,Master,Manager,90364
18,PhD,HR,106767
28,Bachelor,HR,115747
13,Bachelor,Software Engineer,82053
17,PhD,Software Engineer,111322
1,Master,HR,50649
23,Master,Manager,131400
24,PhD,Analyst,124347
15,Master,Software Engineer,89580
20,Master,Manager,121249
21,Master,Analyst,112172
8,Master,Software Engineer,77150
27,Master,Software Engineer,127718
5,PhD,Software Engineer,73005
3,Bachelor,Analyst,39610
13,Bachelor,Analyst,72227
16,PhD,Data Scientist,104970
29,PhD,Analyst,136621
29,Bachelor,Analyst,125345
0,Bachelor,Manager,48475
26,Master,HR,114078
23,Master,Manager,125185
9,PhD,HR,73199
22,Master,Software Engineer,122696
27,Master,Software Engineer,123190
0,Master,HR,40785
3,Master,Analyst,49371
12,PhD,Data Scientist,108715
25,Bachelor,Analyst,112630
13,Master,Analyst,78419
19,Master,Manager,118561
11,Bachelor,Data Scientist,85052
10,Bachelor,Data Scientist,85839
14,Bachelor,Analyst,81113
10,PhD,Manager,101086
1,Bachelor,Data Scientist,48819
4,Master,HR,44345
19,PhD,Manager,129874
18,Master,Analyst,103750
17,Bachelor,Manager,97854
12,Bachelor,Software Engineer,80611
1,PhD,Manager,72226
26,Master,Manager,138973
3,Bachelor,Software Engineer,58708
29,Master,Data Scientist,143362
30,Master,Analyst,138965
8,Master,Analyst,71557
16,Bachelor,HR,77152
1,Bachelor,HR,36555
30,PhD,Manager,166325
12,Master,Software Engineer,85645
5,Bachelor,HR,50580
10,PhD,HR,83191
12,PhD,Manager,98825
30,PhD,Analyst,147322
3,Master,Manager,74411
5,Master,Analyst,63041
22,PhD,Analyst,121066
23,Master,Analyst,118065
21,Bachelor,Analyst,102503
20,PhD,HR,105987
4,PhD,Software Engineer,72683
23,Master,HR,111159
5,Master,HR,50332
1,Master,Data Scientist,53541
8,PhD,Data Scientist,83751
14,Master,HR,85091
4,Master,HR,58600
28,Bachelor,HR,114773
26,Bachelor,Manager,130037
16,Bachelor,HR,84311
19,Master,Manager,125216
29,Bachelor,Data Scientist,136667
3,Bachelor,Data Scientist,55865
8,PhD,Manager,94940
25,Bachelor,HR,110276
12,Master,HR,77497
22,Master,Analyst,110148
17,PhD,HR,107272
14,Bachelor,Software Engineer,82789
3,Bachelor,HR,43509
3,PhD,Manager,80397
9,PhD,Data Scientist,92935
20,PhD,Software Engineer,122735
4,PhD,Software Engineer,78055
30,Master,Manager,149204
15,Master,Analyst,81408
26,Bachelor,HR,115052
13,Bachelor,Data Scientist,86784
11,Master,Software Engineer,88362
12,Bachelor,Manager,78645
19,Master,Analyst,108148
5,Master,Software Engineer,73565
29,PhD,Analyst,141555
28,Master,HR,123231
21,Master,Software Engineer,106213
3,PhD,Software Engineer,73418
25,Master,Software Engineer,132286
19,PhD,Data Scientist,120702
30,Bachelor,HR,117802
8,Bachelor,HR,52473
4,Master,Data Scientist,66671
26,Master,Manager,131600
7,Bachelor,Data Scientist,72246
14,Master,HR,86427
10,Bachelor,Software Engineer,76905
20,Master,Software Engineer,112593
26,PhD,Analyst,136539
27,PhD,HR,132692
6,Master,HR,54437
15,PhD,Data Scientist,102533
5,Bachelor,Manager,81829
15,Bachelor,Data Scientist,95993
26,PhD,Data Scientist,135341
6,Bachelor,Data Scientist,59198
8,Master,Data Scientist,78962
30,PhD,Manager,159270
2,Bachelor,Software Engineer,51223
21,PhD,Analyst,112694
18,PhD,Analyst,110327
13,Bachelor,Data Scientist,74327
27,PhD,Data Scientist,145013
13,Bachelor,Manager,79776
27,Bachelor,Analyst,113736
6,Bachelor,Software Engineer,66085
1,Master,Manager,61710
19,Master,Data Scientist,118263
26,PhD,Data Scientist,149984
13,Bachelor,Data Scientist,94274
16,Bachelor,Software Engineer,93854
12,PhD,Data Scientist,103586
7,PhD,Manager,86267
20,PhD,Manager,140295
28,PhD,Analyst,133221
13,Bachelor,HR,71064
21,Bachelor,Analyst,96771
13,PhD,Software Engineer,95699
18,Bachelor,Analyst,85396
25,Master,Software Engineer,130045
19,Master,Manager,119935
29,PhD,HR,133023
17,PhD,Software Engineer,114562
29,Bachelor,Manager,137981
22,PhD,HR,106189
30,PhD,Manager,151358
5,Master,Analyst,62811
16,Master,Manager,105318
19,Master,Software Engineer,101748
10,PhD,HR,76070
20,Bachelor,Software Engineer,95629
14,PhD,Analyst,90142
18,PhD,Manager,121462
15,PhD,Data Scientist,111810
3,Bachelor,Software Engineer,44615
3,PhD,Manager,78934
7,Bachelor,Data Scientist,67057
26,PhD,Manager,152329
2,Bachelor,Software Engineer,50054
18,Master,Analyst,91230
27,PhD,Data Scientist,149595
28,Master,HR,130023
27,Master,HR,118238
1,PhD,Data Scientist,72179
24,PhD,Manager,137301
25,PhD,HR,122485
25,Master,HR,119689
25,Bachelor,Data Scientist,123159
21,PhD,Analyst,106592
16,Bachelor,Data Scientist,95212
3,Bachelor,Analyst,47512
19,PhD,Analyst,99950
21,PhD,Analyst,120037
20,Bachelor,Software Engineer,98462
3,Master,Analyst,55050
1,Bachelor,Software Engineer,44049
10,PhD,Data Scientist,94604
4,PhD,Software Engineer,83791
16,PhD,Manager,115533
9,PhD,Software Engineer,87729
4,Master,Analyst,52113
28,Master,HR,112644
25,Bachelor,HR,107558
9,Bachelor,Manager,76493
12,Master,Analyst,77455
9,PhD,Software Engineer,84456
21,Master,Analyst,111960
13,PhD,Manager,103999
17,Bachelor,Analyst,81974
17,Master,HR,98039
13,Bachelor,Software Engineer,87487
17,PhD,Manager,113865
1,PhD,Manager,73381
3,Master,Manager,64621
6,PhD,Analyst,74215
5,Master,Analyst,54578
22,Master,Software Engineer,111576
5,PhD,Software Engineer,70090
3,Bachelor,Analyst,42841
26,Bachelor,Manager,126250
4,PhD,Data Scientist,79786
9,Master,Software Engineer,76480
3,Master,HR,43159
12,Master,Data Scientist,73488
1,Master,Manager,56556
3,PhD,HR,58266
15,Master,Analyst,94608
0,Bachelor,Manager,51631
3,Bachelor,Analyst,36602
14,PhD,Data Scientist,107517
26,Bachelor,Analyst,110099
28,Master,HR,121877
8,PhD,Analyst,78269
15,Master,HR,85596
17,Master,Data Scientist,105378
8,Master,HR,62977
22,Bachelor,Data Scientist,116263
24,Master,HR,111408
20,PhD,HR,122617
16,Master,Data Scientist,104201
24,PhD,Analyst,129697
9,Master,HR,65492
23,Master,HR,114334
25,Bachelor,Manager,115685
18,Master,Manager,110260
1,Master,Software Engineer,45266
1,Bachelor,Analyst,48095
26,PhD,HR,129917
13,Master,Software Engineer,96140
23,PhD,Analyst,118368
29,PhD,Manager,150568
14,Master,Manager,107725
10,Bachelor,Analyst,68005
23,Master,HR,112803
18,PhD,Manager,132105
8,PhD,HR,66418
24,Master,Analyst,122263
23,PhD,Analyst,115255
11,Master,Analyst,72794
4,Master,Analyst,52390
29,PhD,Manager,152027
1,Master,HR,48537
19,Master,Software Engineer,100986
8,Master,Software Engineer,57396
5,Bachelor,HR,41941
3,PhD,Manager,79325
22,Bachelor,Software Engineer,104745
14,Bachelor,Manager,88002
25,Bachelor,HR,99696
23,Bachelor,Software Engineer,112133
16,Bachelor,HR,74903
11,Master,Data Scientist,85505
16,Master,Manager,110435
20,Bachelor,Analyst,96807
21,Bachelor,Analyst,94702
5,Master,Data Scientist,69036
20,PhD,Manager,133920
10,Bachelor,Data Scientist,71608
1,Bachelor,Data Scientist,56543
3,Master,Software Engineer,59962
15,Bachelor,HR,76569
4,PhD,HR,62990
30,Master,HR,135979
15,Master,Data Scientist,99595
11,Bachelor,Manager,84155
17,Bachelor,Software Engineer,88258
26,Bachelor,Manager,128797
3,PhD,Analyst,65933
12,PhD,Analyst,87951
5,Bachelor,Analyst,47926
30,Bachelor,Analyst,123521
16,Master,Software Engineer,93414
27,Bachelor,Software Engineer,117040
30,PhD,HR,142994
18,PhD,Data Scientist,125454
3,Bachelor,Manager,59021
27,Bachelor,Analyst,115913
20,Master,Software Engineer,113484
25,Bachelor,Analyst,111222
10,Bachelor,Analyst,64456
12,PhD,Software Engineer,103415
11,Master,Manager,104641
22,Bachelor,Manager,113960
10,PhD,Analyst,89784
8,Master,Data Scientist,79712
30,Master,Data Scientist,150956
7,PhD,HR,73185
22,Bachelor,Manager,119274
12,Master,Data Scientist,85655
21,Master,Data Scientist,122889
26,PhD,HR,121167
13,Bachelor,Data Scientist,89156
10,Master,Software Engineer,82365
28,Master,Analyst,129754
9,Master,HR,57721
9,Master,Manager,88507
27,Master,Analyst,130300
28,Master,Manager,141510
15,PhD,Analyst,98244
1,Master,Software Engineer,51955
1,PhD,HR,49384
1,Master,Data Scientist,47688
6,Bachelor,Manager,66892
11,Bachelor,Manager,83299
19,Bachelor,Data Scientist,101820
16,Bachelor,HR,73153
11,Master,Manager,82132
4,Bachelor,Data Scientist,65491
2,PhD,Data Scientist,68514
11,Master,Manager,84336
2,Master,HR,47421
17,Bachelor,Software Engineer,99762
1,Master,HR,48145
15,Master,Software Engineer,88926
10,PhD,Analyst,89140
26,PhD,Manager,148876
24,Bachelor,Data Scientist,109627
14,PhD,Manager,122814
2,PhD,Software Engineer,67041
22,Bachelor,Data Scientist,110921
4,Master,Manager,72169
9,Bachelor,Manager,72458
27,Bachelor,Analyst,118723
10,PhD,HR,78224
30,Master,HR,130568
1,Bachelor,Manager,47869
6,Bachelor,Software Engineer,57634
29,Master,Analyst,140603
7,PhD,Analyst,76525
28,Master,HR,117886
8,Master,Analyst,71667
21,PhD,Manager,139027
10,Bachelor,HR,68252
3,Master,Analyst,55143
15,Bachelor,Data Scientist,93940
20,PhD,Analyst,115241
3,Master,Data Scientist,59889
23,Master,Data Scientist,121978
12,Bachelor,HR,64809
0,Bachelor,Software Engineer,43109
0,PhD,Manager,69845
16,PhD,Data Scientist,118762
5,Master,Manager,78741
0,Master,Software Engineer,51753
